ID,LATITUDE,LONGITUDE,FACILITY_NAME,AREA,ACTIVITY_TYPE,ANALYSIS,ACTIVITY_DESCRIPTION,CHAIN,ACCESS,EMAIL,WEBSITE,CONTACT_NUMBER,FACILITY_TYPE,FACILITY_CONDITION,AVAILABLE_UTILITIES,FACILITY_CAPACITY,FACILITY_FEE,MEMBERSHIP,OPEN_TIME,FACILITY_ACCESSIBILITY,AGE_RESTRICTION,,FEE,ACCESSIBILITYT
167rf,53.586245,-6.292443,Clann Mhuire GAA Pitch,Lusk-Rush,Outdoor Pitch,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.clannmhuire.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes with regards to wheelchair access though it is unknow if any activities for the disabled are organised.,All ages,,Annual,Yes with regards to wheelchair access though it is unknow if any activities for the disabled are organised.
168rf,53.491492,-6.119246,Portrane AFC Pitch,Lusk-Rush,Outdoor Pitch,Pitch Sport,Soccer,No,membership,info@portraneafc.com,http://portraneafc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
169rf,53.472733,-6.223216,Swords Celtic FC - All Weather Pitch,Swords,All Weather Pitch,Pitch Sport,Soccer,No,membership,no email,http://www.swordscelticfc.yourclub.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
170rf,53.452061,-6.292301,Playground,Swords,Play Area,"Playground, MUGA, Outdoor Gyms, Tennis",Kids play area,No,free,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,No wheelchair access due to curb,Kids,,Free,No wheelchair access due to curb
171rf,53.40147,-6.243541,CLONLIFFE HARRIERS A.C.,Swords,Outdoor Pitch,Pitch Sport,Athletics,No,membership,no email,https://clonliffeharriersac.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
172rf,53.42645,-6.236736,A.L.S.A SWIMMING POOL,Swords,Private Leisure Facility,Watersports,Swimming Pool,Yes,membership,info@alsaa.ie,https://www.alsaa.ie/swimming-club/,(01) 488 0400,Watersports,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Yes,Could not be fully determined on visit,,Annual,Yes
173rf,53.46567,-6.21429,Sluagh hall,Swords,Private Leisure Facility,Indoor Activity,Boxing,No,entry fee,no email,https://www.facebook.com/pg/SwordsBC/posts/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
174rf,53.612377,-6.187677,BALBRIGGAN BRIDGE CLUB,Balbriggan,Bridge Club,Other,Bridge,No,membership,no email,https://www.bridgewebs.com/balbriggan/,N/A,Indoor,Good,Could not be fully determined,197,Single Entry,Annual,Weekday Evening/ Daytime Weekends,"Modified toilet, front door does not comply. Have special chairs for disabled persons.",25 to 92,,Annual,"Modified toilet, front door does not comply. Have special chairs for disabled persons."
175rf,53.457905,-6.220984,KF Martial Arts,Swords,Private Leisure Facility,Indoor Activity,Martial arts,No,membership,no email,http://www.sbgireland.com/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
176rf,53.52736,-6.176713,Round Towers GAA Club,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.roundtowerslusk.ie/Pages/Default.aspx,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
177rf,53.586603,-6.160401,HERITAGE CENTRE,Balbriggan,Heritage Site Which Caters For Sport,"Playground, MUGA, Outdoor Gyms, Tennis",Variety,No,free,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Entry Fee,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Entry Fee,Could not be fully determined on visit
178rf,53.528952,-6.170951,Library,Lusk-Rush,Library,Other,Library,FCC,free,no email,,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Could not be fully determined on visit,All ages,,Free,Could not be fully determined on visit
179rf,53.475439,-6.125419,DONABATE CARAVAN PARK,Lusk-Rush,Caravan Park,Other,Caravan Park,No,membership,no email,,N/A,Indoor/Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Entry Fee,Daytime/Evening,Could not be fully determined on visit,All ages,,Entry Fee,Could not be fully determined on visit
180rf,53.62789,-6.224439,KNOCKNAGIN EQUESTRIAN CENTRE,Balbriggan,Equestrian,Other,Horse riding,No,entry fee,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages assumed,,Per Session,Could not be fully determined on visit
181rf,53.499307,-6.341105,WHITESTOWN STABLES,Lusk-Rush,Equestrian,Other,Horse riding,No,entry fee,no email,N/A,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
182rf,53.479414,-6.223724,BALHEARY GOLF CLUB,Swords,Golf Club,Other,Golf,No,membership,info@balhearypar3.ie,http://www.visitswords.ie/activitie/balheary-golf-club/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
183rf,53.483069,-6.240021,PATRICK MCCORMACK GUN CLUB,Swords,Gun Club,Other,Shooting,No,membership,no email,https://www.facebook.com/PatMcCormackClayPigeonShooting/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
184rf,53.474299,-6.343338,Thornton Park Equestrian Centre,Swords,Equestrian,Other,Horse riding,No,free,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Free,Could not be fully determined on visit
185rf,53.467128,-6.293906,DYMPHNA'S EQUESTRIAN CENTRE,Swords,Equestrian,Other,Horse Riding,No,entry fee,no email,http://www.dymphnasequestriancentre.ie/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
186rf,53.559064,-6.148666,BALCUNNIN EQUESTRIAN CENTRE,Balbriggan,Equestrian,Other,Horse Riding,No,entry fee,no email,https://www.facebook.com/pages/Balcunnin-Equestrian-Centre/136589003070093,(01) 849 0964,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
187rf,53.414179,-6.240788,ROYAL COLLEGE OF SURGEONS OF IRELAND SPORTS GROUND,Swords,Private Leisure Facility,Indoor Activity,All sports,No,membership,no email,https://www.rcsi.com/dublin/student-life/life-on-campus/sports,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes wheelchair unsure after,All college students,,Annual,Yes wheelchair unsure after
188rf,53.4588984,-6.2217292,DOWN DOG HOT YOGA,Swords,Private Leisure Facility,Indoor Activity,Yoga,No,entry fee,no email,https://www.downdogstudios.ie/timetable,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
189rf,53.458952,-6.221718,IMAGE HEALTH & FITNESS STUDIO,Swords,Private Leisure Facility,Indoor Activity,Gym,No,entry fee,no email,https://www.imageft.ie/about-us/,N/A,Indoor,Good,gym and classrooms,50 per week,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,"No, but looking into it",16 to 60,,Per Session,"No, but looking into it"
190rf,53.525808,-6.086627,NORTH BEACH CARAVAN PARK,Lusk-Rush,Caravan Park,Other,Caravan Park,No,entry fee,info@northbeach.ie,http://www.northbeach.ie/,N/A,Indoor/Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
191rf,53.565862,-6.378216,Garristown GAA CLUB,Lusk-Rush,Gaa Club,Pitch Sport,GAA,No,membership,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,"Yes wheelchair, no known classes for the disabled as no one on site during visit.",All ages,,Annual,"Yes wheelchair, no known classes for the disabled as no one on site during visit."
192rf,53.411046,-6.236207,CROSSFIT SWORDS,Swords,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
193rf,53.470115,-6.127482,CORBALLIS CARAVAN PARK,Lusk-Rush,Caravan Park,Other,Caravan Park,No,entry fee,no email,https://www.facebook.com/pages/Donabate-Caravan-Park/243306749048392,N/A,Indoor/Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
194rf,53.599525,-6.184064,Platinum Gyms,Balbriggan,Private Leisure Facility,Indoor Activity,Gym,No,membership,info@platinumgyms.ie,https://www.platinumgyms.ie/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
195rf,53.599525,-6.184064,D.P. GYMNASTICS,Balbriggan,Private Leisure Facility,Indoor Activity,Gymnastics,No,membership,no email,https://www.dpgymnasticsclub.com/,N/A,Indoor,Good,we have approx 1100 members using our facility on a weekly basis?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄,Depending on time of day between 20 and 60 per class,Multiple,Annual/per Session,Daytime,Due to the nature of the sport certain physical disabilities cannot be catered for but where we can yes we integrate into our classes in balbriggan and in Drogheda we have a specific class GymABLE which caters for all disabilities.,2yrs - adult,,Annual/per Session,Due to the nature of the sport certain physical disabilities cannot be catered for but where we can yes we integrate into our classes in balbriggan and in Drogheda we have a specific class GymABLE which caters for all disabilities.
196rf,53.527639,-6.184763,LUSK GOLF CENTRE,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
197rf,53.512744,-6.315276,CABRAGH LODGE STABLES,Lusk-Rush,Equestrian,Other,Horse riding with no activity on site,No,entry fee,no email,N/A,N/A,Indoor/Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
198rf,53.579895,-6.105751,YOGANAMARA,Balbriggan,Private Leisure Facility,Indoor Activity,Yoga,No,entry fee,no email,https://www.yoganamara.com/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
199rf,53.491159,-6.192903,HEALTHIER IRELAND,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
200rf,53.487548,-6.14885,COMMUNITY WELL (YOGA),Lusk-Rush,Private Leisure Facility,Indoor Activity,"Yoga, meditation , acupuncture",No,entry fee,no email,http://communitywelldonabate.com/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Unsure but it seems no as no stairs for wheelchair  but may offer classes to those suffering from autism etc,Could not be fully determined on visit,,Per Session,Unsure but it seems no as no stairs for wheelchair  but may offer classes to those suffering from autism etc
201rf,53.63047,-6.244712,HOPYARD LODGE EQUESTRIAN CENTRE,Lusk-Rush,Equestrian,Other,Horse Riding,No,entry fee,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
202rf,53.47142,-6.171571,KILCREA EQUESTRIAN CENTRE,Lusk-Rush,Equestrian,Other,Horse Riding,No,entry fee,no email,https://www.facebook.com/Kilcrea-Equestrian-Centre-171893226216625/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
203rf,53.469626,-6.131526,HANDS CARAVAN PARK,Lusk-Rush,Caravan Park,Other,Caravan Park,No,membership,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Entry Fee,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Entry Fee,Could not be fully determined on visit
204rf,53.579811,-6.124105,MOURNE CELTIC FOOTBALL CLUB,Balbriggan,Football Club,Pitch Sport,Soccer,No,membership,no email,https://www.facebook.com/mournecelticfc/,(01) 849 5270,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
205rf,53.446019,-6.268343,MONKSFIELD EQUESTRIAN LIMITED,Swords,Equestrian,Other,Horse riding,No,entry fee,no email,https://www.facebook.com/MonksField-Equestrian-300186260152345/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
206rf,53.526953,-6.339103,Rye House Stables,Lusk-Rush,Equestrian,Other,Horse riding,No,entry fee,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
207rf,53.449143,-6.28745,WILLBOROUGH STABLES,Swords,Equestrian,Other,Horse riding,No,entry fee,no email,,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
208rf,53.558877,-6.375807,QUINN'S STABLES,Lusk-Rush,Equestrian,Other,Horse riding,No,entry fee,no email,https://www.facebook.com/quinn.stables/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
209rf,53.530863,-6.16339,Lusk United Football Club,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
210rf,53.406793,-6.230886,Grange Gymnastics Club,Swords,Private Leisure Facility,Indoor Activity,Gymnastics,No,membership,no email,http://www.grangegymnastics.com/,(01) 857 9645,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All,,Annual,Could not be fully determined on visit
211rf,53.524288,-6.174033,Lusk NC Fitness,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,https://www.ncfitness.ie/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
212rf,53.443716,-6.217444,Fitness Forte,Swords,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,http://www.fitnessfortept.com/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No wheelchair access,Could not be fully determined on visit,,Annual,No wheelchair access
213rf,53.437544,-6.225946,FINGAL BODY TRANSFORMATIONS,Swords,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,http://fingalbodytransformations.ie/classes/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
214rf,53.554745,-6.325993,SPRINGHILL EQUESTRIAN CENTRE,Lusk-Rush,Equestrian,Other,Horse riding,No,entry fee,no email,https://www.facebook.com/springhill.stables.7/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
215rf,53.566511,-6.383199,Garristown Library,Lusk-Rush,Library,Other,Library,FCC,free,garristownlibrary@fingal.ie,http://www.fingalcoco.ie/community-and-leisure/libraries/find-a-library-and-check-opening-hours/garristown-library/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair,All,,Annual,Yes wheelchair
216rf,53.529328,-6.092736,Rush Cricket Club,Lusk-Rush,Cricket Club,Pitch Sport,Cricket,No,membership,no email,https://www.rushcricketclub.ie/,(01) 843 7189,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Wheelchair access but no activities provided,Could not be fully determined on visit,,Annual,Wheelchair access but no activities provided
217rf,53.5322478,-6.1059908,St. Maur's GAA Club,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.maurs.ie/,(01) 843 8233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access with lift and work with the disabled throughout the community,All ages,,Annual,Wheelchair access with lift and work with the disabled throughout the community
218rf,53.521764,-6.105531,Rush Martial Arts Academy (RFA),Lusk-Rush,Martial Arts,Indoor Activity,Martial arts,No,membership,no email,http://www.rushfightacademy.ie/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Monthly,Could not be fully determined on visit
219rf,53.466424,-6.213292,Fingallians GAA Club,Swords,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.fingallians.com/,(01) 1840 2518,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Wheelchair access yes,All ages,,Annual,Wheelchair access yes
220rf,53.439946,-6.244947,Forest Little Golf Club,Swords,Golf Club,Other,Golf,No,membership,no email,http://forrestlittle.ie/,(01) 840 1763,Outdoor,Good,Tee times effect,N/A (members 125 females 565 males),Single Entry,Annual,Daytime,"Wheelchair access provided, special olympics Ireland events organized",All ages,,Annual,"Wheelchair access provided, special olympics Ireland events organized"
221rf,53.448171,-6.253072,Rivervalley AFC,Swords,Football Club,Pitch Sport,changing rooms,No,membership,no email,http://www.stfinians.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access,Could not be fully determined on visit,,Annual,Wheelchair access
222rf,53.451196,-6.299771,St. Margarets Golf and County Club,Swords,Golf Club,Other,Golf,No,membership,no email,https://www.stmargaretsgolf.com/,(01) 864 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Wheelchair access,All,,Annual,Wheelchair access
223rf,53.441375,-6.300864,St. Margarets GAA Club,Swords,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,https://stmargaretsgaa.ie/,N/A,Outdoor,Good,The facility is used for GAA training and matches and numbers can and do vary,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,"The facility is fully open for disabled access as it is all on the flat with the exception of a gym upstairs, which dose not have disable access.  We have no activities aimed at disabled persons",All age groups (4yo onwards),,Annual,"The facility is fully open for disabled access as it is all on the flat with the exception of a gym upstairs, which dose not have disable access.  We have no activities aimed at disabled persons"
224rf,53.586917,-6.292737,Clann Mhuire GAA Club,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.clannmhuire.ie/,N/A,Outdoor,Good,depending on hourly bookings of sports hall,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes,All age groups,,Annual,Yes
225rf,53.5869505,-6.1987926,Balbriggan Rugby Club Pitch,Balbriggan,Rugby Club,Pitch Sport,Rugby,No,membership,no email,http://balbrigganrfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
226rf,53.588156,-6.195049,North County Cricket Club,Balbriggan,Cricket Club,Pitch Sport,Cricket,No,membership,no email,https://www.northcountycricketclub.net/,(01) 849 6124,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
227rf,53.591225,-6.180574,Balbriggan Golf Club,Balbriggan,Golf Club,Other,Golf,No,membership,no email,http://www.balbriggangolfclub.com/,N/A,Outdoor,Good,Tee times during competition may require a short que or booking of a tee time),660+ open membership,Single Entry,Annual,Daytime,"Wheelchair access to clubhouse, welcoming to all",8+ (oldest member currently 93),,Annual,"Wheelchair access to clubhouse, welcoming to all"
228rf,53.564123,-6.144254,The Hills Cricket Club,Balbriggan,Cricket Club,Pitch Sport,Cricket,No,membership,no email,http://thehillscricketclub.ie/,(01) 849 2233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
229rf,53.482697,-6.126015,Donabate Golf Club,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,https://donabategolfclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access,All,,Annual,Yes wheelchair access
230rf,53.48571,-6.130099,St. Patrick's GAA Club,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,info@stpatsgaa.com,https://stpatsgaa.com/,(01) 808 5293,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure as no one here on visit but club house is wheelchair accessible it seems,All ages,,Annual,Unsure as no one here on visit but club house is wheelchair accessible it seems
231rf,53.492139,-6.118727,Portrane AFC Pitch,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,info@portraneafc.com,http://portraneafc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
232rf,53.475555,-6.133458,Balcarrick Golf Club,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,http://www.balcarrickgolfclub.com/,(01) 843 6957,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access,All ages,,Annual,Yes wheelchair access
233rf,53.46752,-6.127733,Corballis Golf Course,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,http://corballislinks.com/,(01) 843 4000,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
234rf,53.461739,-6.133325,The Island Golf Course,Lusk-Rush,Golf Club,Other,Golf,No,membership,info@theislandgolfclub.com,http://www.theislandgolfclub.ie/,(01) 8436205,Outdoor,Good,The Club has ca. 850 Members and 7500 visitors per annum,the capacity has not yet been determined,Single Entry,Annual,Daytime,Disabled parking and clubhouse access,All ages,,Annual,Disabled parking and clubhouse access
235rf,53.495693,-6.154607,Beaverstown Golf Club,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,http://www.beaverstown.com/,N/A,Outdoor,Good,Current number of golfing members is about 650. About 100 visitor play golf or receive tuition each week.,The Club can cater for about 800 members. On any one day about 200 persons can play. In an Open Competitions most of the 200 might be visitors,Single Entry,Annual,Daytime,Those with disabilities may play golf. This is facilitated by the availability of Golf Buggies for hire and disability car parking. The Club does not have lift access to the second floor of the Clubhouse where the bar and restaurant facilities are locate,All ages,,Annual,Those with disabilities may play golf. This is facilitated by the availability of Golf Buggies for hire and disability car parking. The Club does not have lift access to the second floor of the Clubhouse where the bar and restaurant facilities are locate
236rf,53.47355,-6.2280939,Swords Celtic Football Club,Swords,Football Club,Pitch Sport,Football,No,membership,no email,http://www.swordscelticfc.yourclub.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
237rf,53.467894,-6.22199,St. Colmcilles GAA,Swords,Gaa Club,Pitch Sport,Steady year round,No,membership,no email,http://stcolmcillesgfc.ie/,(01) 685 4327,Outdoor,Good,1 pitch rented off council,200,Single Entry,Annual,Daytime,Toilets and lifts in clubhouse,All ages,,Annual,Toilets and lifts in clubhouse
238rf,53.459758,-6.23681,164th Brackenstown Scouts,Swords,Scouts,Other,Scouts,Yes,membership,no email,http://brackenstownscouts.ie/,(01) 840 9660,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,,Annual,Could not be fully determined on visit
239rf,53.453654,-6.242856,St. Finians GAA Club,Swords,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.stfinians.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access,Could not be fully determined on visit,,Annual,Wheelchair access
240rf,53.453528,-6.243032,171st CBSI Rivervalley Scouts,Swords,Scouts,Other,Scouts,Yes,membership,no email,http://swordsscouts.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,,Annual,Could not be fully determined on visit
